id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
510266,2.4 mi,2021-10-19,08:35,6581,235,44.85,-75.24,44.86,-75.2,FMLM
510267,16.5 mi,2021-10-19,08:00,9627,804,44.52,-74.91,44.59,-75.18,""
510268,4.0 mi,2021-10-19,08:00,366,166,43.78,-75.42,43.79,-75.49,FIDLS
510269,47.1 mi,2021-10-19,10:45,11898,309,44.15,-75.32,44.69,-75.5,SOTP
510270,18.1 mi,2021-10-19,11:00,9204,77,43.58,-75.33,43.8,-75.5,TLS
510271,2.0 mi,2021-10-19,10:00,13999,16,43.98,-75.88,43.97,-75.91,FIDLS
510272,364 mi,2021-10-19,06:00,15249,584,44.68,-74.98,42.2,-71.21,STLAW
510273,7.4 mi,2021-10-19,09:30,15283,475,44.67,-75.18,44.59,-75.18,FMLM
510274,6.2 mi,2021-10-19,16:00,13350,55,44.94,-74.87,44.86,-74.86,""
510275,6.2 mi,2021-10-19,16:00,13351,55,44.94,-74.87,44.86,-74.86,""
510276,6.9 mi,2021-10-19,14:00,676,267,44.11,-75.78,44.16,-75.7,CHJC
510277,16.8 mi,2021-10-19,09:30,991,267,44.18,-75.79,43.98,-75.91,CHJC
510278,444 mi,2021-10-19,11:30,991,267,43.59,-70.33,44.18,-75.79,CHJC
510279,3.9 mi,2021-10-19,10:40,578,55,44.68,-74.97,44.66,-75.03,FMLM
510280,12.7 mi,2021-10-19,10:15,479,580,44.09,-75.81,43.99,-75.95,STP
510281,23.9 mi,2021-10-19,09:30,9853,816,44.2,-75.6,43.98,-75.92,SRVC
510282,10.0 mi,2021-10-19,15:15,15813,805,43.2,-76.28,43.31,-76.39,""
510283,23.9 mi,2021-10-19,09:30,15320,816,44.2,-75.6,43.98,-75.92,SRVC
510284,61.3 mi,2021-10-19,15:30,14114,385,44.69,-75.5,44.13,-76.32,""
510285,321 mi,2021-10-19,15:30,14313,75,40.73,-74.01,43.99,-75.84,HGS
510286,15.9 mi,2021-10-19,10:00,11009,226,44.74,-74.78,44.92,-74.89,STLAW
510287,27.4 mi,2021-10-19,12:00,2736,493,43.78,-75.48,43.96,-75.91,LEWIS
510288,7.7 mi,2021-10-19,07:30,2304,119,44.2,-75.6,44.14,-75.72,STP
510289,9.7 mi,2021-10-19,13:00,8865,466,43.78,-75.48,43.89,-75.43,FIDLS
510290,2.3 mi,2021-10-19,17:00,13369,820,44.33,-75.45,44.31,-75.44,""
510291,2.3 mi,2021-10-19,17:00,13370,820,44.33,-75.45,44.31,-75.44,""
510292,2.3 mi,2021-10-19,17:00,15023,820,44.33,-75.45,44.31,-75.44,""
510293,2.3 mi,2021-10-19,17:00,13368,820,44.33,-75.45,44.31,-75.44,""
510294,30.4 mi,2021-10-19,08:45,251,180,44.69,-75.5,44.68,-74.98,STLAW
510295,5.0 mi,2021-10-19,13:00,2435,224,44.73,-74.99,44.67,-74.97,STLAW
510296,5.7 mi,2021-10-19,08:30,14833,55,44.54,-75.23,44.6,-75.17,""
510297,1.6 mi,2021-10-19,09:45,515,235,44.94,-74.89,44.92,-74.89,STLAW
510298,16.9 mi,2021-10-19,12:45,15870,997,43.09,-75.65,43.08,-75.34,""
510299,1.4 mi,2021-10-19,07:30,7653,31,43.98,-75.61,43.99,-75.59,STP
510300,24.2 mi,2021-10-19,11:00,15634,978,43.09,-75.76,43.22,-75.42,""
510301,58.4 mi,2021-10-19,16:30,14231,489,43.97,-75.91,44.59,-75.18,""
510302,58.4 mi,2021-10-19,16:30,14279,489,43.97,-75.91,44.59,-75.18,""
510303,6.8 mi,2021-10-19,16:30,14232,192,44.64,-75.08,44.59,-75.18,""
510304,7.5 mi,2021-10-19,19:30,14503,161,43.75,-75.37,43.79,-75.5,TLS
510305,14.7 mi,2021-10-19,07:15,15824,66,43.97,-75.91,43.89,-75.68,SRVC
510306,50.7 mi,2021-10-19,09:00,12540,149,44.16,-75.04,44.75,-74.99,""
510307,70.3 mi,2021-10-19,09:30,10048,14,43.97,-75.96,43.04,-76.14,OTP
510308,70.5 mi,2021-10-19,11:30,10048,14,43.04,-76.14,43.97,-75.96,OTP
510309,35.6 mi,2021-10-19,09:00,4454,66,43.57,-76.05,43.97,-75.88,SRVC
510310,7.8 mi,2021-10-19,16:00,14503,161,43.75,-75.37,43.79,-75.5,TLS
510311,12.6 mi,2021-10-19,06:30,15683,243,44.67,-75.05,44.8,-74.99,FMLM
510312,248 mi,2021-10-19,09:45,15871,385,42.33,-73.66,44.7,-75.49,FIDLS
510313,31.0 mi,2021-10-19,15:45,2375,889,44.7,-75.48,44.33,-75.47,""
510314,38.2 mi,2021-10-19,13:15,13905,90,44.69,-74.98,44.85,-74.31,STLAW
510315,19.8 mi,2021-10-19,14:10,5713,939,44.66,-75.03,44.46,-75.23,FMLM
510316,350 mi,2021-10-19,12:30,2715,177,40.71,-74.01,44.61,-75.13,STLAW
510317,68.8 mi,2021-10-19,09:30,15762,127,43.26,-76.53,43.98,-75.92,SRVC
510318,70.6 mi,2021-10-19,12:30,15762,127,43.98,-75.92,43.26,-76.53,SRVC
510319,36.8 mi,2021-10-19,15:00,4865,121,44.36,-75.7,43.97,-75.91,STLAW
510320,2.1 mi,2021-10-19,08:30,898,466,43.79,-75.49,43.81,-75.49,LSVC
510321,7.1 mi,2021-10-19,18:00,10793,196,44.68,-74.98,44.59,-74.99,FMLM
510322,12.4 mi,2021-10-19,12:00,13285,584,44.61,-75.16,44.67,-74.97,STLAW
510323,9.9 mi,2021-10-19,09:00,13206,18,44.04,-75.84,44.16,-75.81,STP
510324,18.7 mi,2021-10-19,14:00,2829,492,44.7,-75.47,44.6,-75.15,FMLM
510325,30.3 mi,2021-10-19,20:50,15309,976,44.72,-75.45,44.69,-74.99,FMLM
510326,30.3 mi,2021-10-19,06:05,15309,186,44.69,-74.99,44.72,-75.45,FMLM
510327,7.7 mi,2021-10-19,06:45,3915,870,44.01,-76.05,43.98,-75.92,MCD
510328,14.6 mi,2021-10-19,08:00,13482,580,44.16,-75.81,43.98,-75.92,MCD
510329,14.6 mi,2021-10-19,08:00,13481,580,44.16,-75.81,43.98,-75.92,MCD
510330,16.4 mi,2021-10-19,05:30,107,362,43.98,-75.61,43.95,-75.91,MCD
510331,34.8 mi,2021-10-19,08:00,1089,293,43.0,-78.18,43.12,-77.63,GMCD
510332,15.0 mi,2021-10-19,12:00,4650,31,44.02,-75.66,43.98,-75.92,MCD
510333,46.6 mi,2021-10-19,06:15,298,157,44.98,-74.73,44.69,-75.5,STLMCD
510334,31.4 mi,2021-10-19,06:15,9564,157,44.68,-74.97,44.69,-75.5,STLMCD
510335,37.2 mi,2021-10-19,09:00,14039,54,44.34,-75.51,43.98,-75.91,STLMCD
510336,10.2 mi,2021-10-19,06:30,115,865,44.01,-76.04,43.95,-75.91,MCD
510337,30.8 mi,2021-10-19,08:00,4998,65,43.89,-75.39,43.98,-75.92,LMCD
510338,52.8 mi,2021-10-19,09:45,9237,537,44.45,-75.24,43.98,-75.92,STLMCD
510339,30.8 mi,2021-10-19,07:45,4165,65,43.89,-75.39,43.98,-75.92,LMCD
510340,4.5 mi,2021-10-19,07:00,1832,938,44.04,-75.9,43.98,-75.92,MCD
510341,12.4 mi,2021-10-19,06:30,9186,362,43.81,-76.02,43.95,-75.91,MCD
510342,30.4 mi,2021-10-19,12:30,15150,190,44.95,-74.79,44.86,-74.29,STLMCD
510343,58.0 mi,2021-10-19,07:00,13964,554,44.69,-75.49,43.98,-75.92,STLMCD
510344,16.4 mi,2021-10-19,11:00,5961,350,43.81,-76.03,43.98,-75.92,MCD
510345,11.6 mi,2021-10-19,10:30,15136,487,44.12,-75.97,43.98,-75.92,MCD
510346,69.7 mi,2021-10-19,07:15,9448,350,43.98,-75.91,43.09,-76.19,MCD70
510347,39.2 mi,2021-10-19,10:00,7696,307,43.74,-75.34,43.98,-75.92,LMCD
510348,50.8 mi,2021-10-19,10:15,753,192,44.61,-75.59,43.98,-75.92,STLMCD
510349,32.4 mi,2021-10-19,06:00,88,379,43.58,-75.34,43.21,-75.46,LMCD
510350,17.5 mi,2021-10-19,07:15,10494,768,42.61,-78.81,42.8,-78.8,EMCD
510351,34.8 mi,2021-10-19,06:45,94,7,43.75,-75.37,43.98,-75.92,LMCD
510352,1.2 mi,2021-10-19,09:45,13390,127,43.97,-75.9,43.98,-75.92,MCD
510353,2.7 mi,2021-10-19,09:30,14621,934,43.95,-75.92,43.98,-75.92,MCD
510354,1.6 mi,2021-10-19,10:45,14916,135,43.98,-75.9,43.98,-75.92,MCD
510355,54.5 mi,2021-10-19,08:45,3071,33,43.87,-76.01,43.12,-76.14,MCD
510356,27.5 mi,2021-10-19,06:30,129,119,44.24,-75.61,43.98,-75.92,MCD
510357,8.1 mi,2021-10-19,08:45,7766,870,44.01,-76.05,43.98,-75.92,MCD
510358,17.9 mi,2021-10-19,10:45,450,32,43.97,-75.59,43.95,-75.92,MCD
510359,88.5 mi,2021-10-19,05:30,99,75,43.98,-75.61,43.06,-76.1,MCD
510360,8.3 mi,2021-10-19,16:00,15226,307,43.71,-75.4,43.79,-75.5,LMCD
510361,85.2 mi,2021-10-19,08:15,101,53,44.18,-76.09,43.09,-76.19,MCD
510362,24.2 mi,2021-10-19,10:00,12901,671,44.24,-76.08,43.95,-75.91,MCD
510363,26.1 mi,2021-10-19,10:00,12072,826,44.2,-75.6,43.95,-75.91,MCD
510364,58.4 mi,2021-10-19,09:30,13824,187,44.7,-75.49,43.98,-75.92,STLMCD
510365,40.7 mi,2021-10-19,10:30,2175,613,44.66,-74.8,44.7,-75.49,STLMCD
510366,123 mi,2021-10-19,14:30,296,187,44.69,-75.5,43.12,-76.16,STLMCD
510367,8.6 mi,2021-10-19,09:45,9985,134,43.6,-75.36,43.48,-75.33,LMCD
510368,11.5 mi,2021-10-19,15:15,670,135,44.01,-76.04,43.99,-75.84,MCD
510369,18.4 mi,2021-10-19,13:15,2243,18,44.02,-75.85,43.99,-75.59,MCD
510370,19.6 mi,2021-10-19,16:00,3304,129,44.9,-75.06,44.67,-74.97,STLMCD
510371,28.3 mi,2021-10-19,08:00,3126,487,44.32,-75.96,43.98,-75.92,MCD
510372,32.2 mi,2021-10-19,13:15,260,475,44.84,-74.99,44.7,-75.49,STLMCD
510373,74.1 mi,2021-10-19,07:30,801,25,43.98,-75.92,43.06,-76.1,FMCD
510374,25.8 mi,2021-10-19,10:15,11510,977,43.79,-75.49,43.95,-75.92,LMCD
510375,45.7 mi,2021-10-19,10:45,15661,261,43.87,-75.18,43.98,-75.92,LMCD
510376,11.8 mi,2021-10-19,09:15,100,407,44.03,-75.72,43.98,-75.92,MCD
510377,5.7 mi,2021-10-19,14:00,14122,192,44.74,-75.0,44.68,-74.98,STLMCD
510378,11.4 mi,2021-10-19,08:00,13286,470,44.81,-74.83,44.92,-74.93,STLMCD
510379,12.0 mi,2021-10-19,08:30,13253,196,44.6,-75.17,44.67,-74.97,STLMCD
510380,18.4 mi,2021-10-19,14:00,328,52,44.7,-75.49,44.59,-75.18,STLMCD
510381,23.0 mi,2021-10-19,06:30,15144,191,44.75,-75.13,44.69,-75.5,STLMCD
510382,18.5 mi,2021-10-19,14:00,1159,889,44.6,-75.17,44.7,-75.49,STLMCD
510383,24.5 mi,2021-10-19,06:30,7988,876,43.89,-75.51,43.98,-75.92,LMCD
510384,12.6 mi,2021-10-19,16:45,7145,96,43.89,-75.68,43.79,-75.49,LMCD
510385,7.9 mi,2021-10-19,10:30,6278,816,44.01,-76.05,43.98,-75.92,MCD
510386,9.5 mi,2021-10-19,15:00,4016,182,44.8,-75.0,44.68,-74.98,STLMCD
510387,22.4 mi,2021-10-19,11:00,13764,133,44.24,-76.09,43.97,-75.91,MCD
510388,17.1 mi,2021-10-19,15:00,6281,362,43.99,-75.61,43.98,-75.92,MCD
510389,19.9 mi,2021-10-19,11:00,322,149,44.85,-75.08,44.61,-75.13,STLMCD
510390,15.5 mi,2021-10-19,11:00,125,312,44.01,-76.04,43.83,-76.02,MCD
510391,30.1 mi,2021-10-19,08:00,9285,52,44.7,-75.49,44.68,-74.98,STLMCD
510392,50.8 mi,2021-10-19,14:45,5424,937,44.15,-75.33,44.69,-74.95,STLMCD
510393,16.3 mi,2021-10-19,09:30,2078,630,43.99,-75.65,43.94,-75.93,MCD
510394,29.1 mi,2021-10-19,11:00,2784,385,44.69,-75.49,44.67,-74.99,STLMCD
510395,10.7 mi,2021-10-19,14:30,9909,584,44.68,-74.97,44.55,-74.94,STLMCD
510396,21.3 mi,2021-10-19,08:30,7026,986,43.68,-76.07,43.95,-75.92,MCD
510397,13.4 mi,2021-10-19,09:30,1105,25,43.81,-76.02,43.97,-75.91,MCD
510398,9.3 mi,2021-10-19,15:00,50,613,44.83,-74.98,44.94,-74.9,STLMCD
510399,175 mi,2021-10-19,10:00,15872,91,43.05,-73.45,44.67,-74.97,STLMCD
510400,0.9 mi,2021-10-19,12:00,13024,934,43.98,-75.63,43.97,-75.61,MCD
510401,11.3 mi,2021-10-19,10:00,15599,883,43.89,-75.67,43.79,-75.5,LMCD
510402,24.3 mi,2021-10-19,14:30,3728,157,44.8,-74.99,44.97,-74.63,STLMCD
510403,22.1 mi,2021-10-19,11:30,1353,133,43.97,-75.9,44.23,-76.08,MCD
510404,35.5 mi,2021-10-19,13:30,13068,129,44.93,-74.87,44.86,-74.29,STLMCD
510405,17.0 mi,2021-10-19,08:30,14775,934,43.98,-75.61,43.96,-75.91,MCD
510406,9.7 mi,2021-10-19,09:00,5176,137,43.87,-76.01,43.97,-75.91,MCD
510407,27.3 mi,2021-10-19,11:00,390,7,43.78,-75.48,43.96,-75.91,LMCD
510408,37.3 mi,2021-10-19,08:30,14870,359,43.0,-78.18,43.11,-77.61,GMCD
510409,11.6 mi,2021-10-19,12:00,1873,200,44.6,-75.17,44.67,-74.99,STLMCD
510410,22.6 mi,2021-10-19,15:45,2177,224,44.94,-74.9,44.69,-74.95,STLMCD
510411,18.5 mi,2021-10-19,10:30,8876,870,44.01,-76.05,44.23,-76.08,MCD
510412,11.4 mi,2021-10-19,10:00,5527,55,44.6,-75.17,44.67,-74.99,STLMCD
510413,15.3 mi,2021-10-19,13:30,14967,166,43.79,-75.68,43.97,-75.61,LMCD
510414,38.1 mi,2021-10-19,09:00,1974,185,43.85,-75.28,43.97,-75.88,LMCD
510415,14.0 mi,2021-10-19,13:30,15761,630,43.97,-75.63,43.8,-75.5,MCD
510416,27.0 mi,2021-10-19,10:30,9464,466,43.79,-75.49,43.97,-75.91,LMCD
510417,72.2 mi,2021-10-19,13:30,15842,865,43.95,-75.86,43.04,-76.14,MCD
510418,18.2 mi,2021-10-19,08:30,13116,938,43.99,-75.91,43.99,-75.59,MCD
510419,14.4 mi,2021-10-19,12:30,3314,199,44.41,-75.28,44.34,-75.47,STLMCD
510420,11.7 mi,2021-10-19,12:30,2181,804,44.67,-74.98,44.59,-75.18,STLMCD
510421,24.0 mi,2021-10-19,10:00,15049,59,44.07,-75.92,44.34,-75.92,MCD
510422,84.3 mi,2021-10-19,08:45,4345,362,43.98,-75.91,43.07,-75.29,MCD
510423,9.9 mi,2021-10-19,09:00,10516,665,42.65,-78.55,42.77,-78.63,EMCD
510424,113 mi,2021-10-19,10:30,10439,243,44.94,-74.89,44.48,-73.19,STLMCD
510425,74.4 mi,2021-10-19,12:00,645,98,44.0,-75.97,43.04,-76.15,MCD
510426,20.7 mi,2021-10-19,13:00,2030,470,44.94,-74.89,44.68,-74.98,STLMCD
510427,4.1 mi,2021-10-19,12:15,15551,397,44.01,-76.04,44.02,-75.98,HGS
510428,73.2 mi,2021-10-19,18:00,15432,191,43.99,-75.84,44.59,-74.9,HGS
510429,15.4 mi,2021-10-19,12:30,4650,31,43.98,-75.92,44.02,-75.66,MCD
510430,82.5 mi,2021-10-19,13:45,15873,570,42.44,-75.11,42.65,-73.85,""
510431,23.9 mi,2021-10-19,11:00,12901,671,43.95,-75.91,44.24,-76.08,MCD
510432,2.3 mi,2021-10-19,20:00,13369,820,44.31,-75.44,44.33,-75.45,""
510433,2.1 mi,2021-10-19,11:30,13953,489,43.98,-75.92,43.98,-75.94,SRVC
510434,2.3 mi,2021-10-19,20:00,13370,820,44.31,-75.44,44.33,-75.45,""
510435,2.3 mi,2021-10-19,20:00,15023,820,44.31,-75.44,44.33,-75.45,""
510436,86.9 mi,2021-10-19,06:00,99,75,43.06,-76.1,43.98,-75.61,MCD
510437,63.4 mi,2021-10-19,09:45,15874,871,42.63,-75.34,42.09,-75.92,""
510438,63.4 mi,2021-10-19,11:00,15874,871,42.09,-75.92,42.63,-75.34,""
510439,83.5 mi,2021-10-19,15:00,15873,570,42.65,-73.85,42.44,-75.11,""
510440,33.9 mi,2021-10-19,10:00,4691,198,44.33,-75.25,44.69,-75.5,STLAW
510441,2.3 mi,2021-10-19,20:00,13368,820,44.31,-75.44,44.33,-75.45,""
510442,4.7 mi,2021-10-19,14:25,7499,976,44.58,-75.09,44.6,-75.17,FMLM
510443,0.5 mi,2021-10-19,09:00,2996,180,44.67,-74.98,44.67,-74.98,FMLM
510444,2.1 mi,2021-10-19,17:00,1870,196,44.68,-74.97,44.69,-74.98,FMLM
510445,58.3 mi,2021-10-19,09:15,14455,492,44.7,-75.49,43.97,-75.91,STLAW
510446,28.5 mi,2021-10-19,09:00,3126,487,43.98,-75.92,44.32,-75.96,MCD
510447,59.1 mi,2021-10-19,12:00,14455,492,43.97,-75.91,44.7,-75.49,STLAW
510448,23.6 mi,2021-10-19,10:15,62,16,43.95,-75.92,44.23,-76.09,FIDLS
510449,69.9 mi,2021-10-19,07:45,9448,350,43.09,-76.19,43.98,-75.91,MCD70
510450,25.5 mi,2021-10-19,06:45,129,119,43.98,-75.92,44.24,-75.61,MCD
510451,58.7 mi,2021-10-19,06:30,7686,16,43.98,-75.91,43.45,-76.51,MCD
510452,14.5 mi,2021-10-19,08:15,15875,137,43.81,-76.04,43.98,-75.91,MCD
510453,11.9 mi,2021-10-19,10:15,146,137,43.87,-76.0,43.98,-75.92,MCD
510454,10.5 mi,2021-10-19,13:30,13315,359,42.98,-77.99,43.01,-78.18,GMCD
510455,15.8 mi,2021-10-19,18:15,1119,312,44.07,-76.14,43.96,-75.91,MCD
510456,14.1 mi,2021-10-19,09:45,14811,865,43.97,-75.88,43.97,-75.62,MCD
510457,3.9 mi,2021-10-19,09:00,11372,293,42.98,-78.07,42.98,-78.0,GMCD
510458,2.3 mi,2021-10-19,15:00,14338,932,43.97,-75.88,43.98,-75.91,MCD
510459,37.0 mi,2021-10-19,14:00,1313,222,44.33,-75.47,43.97,-75.88,STLMCD
510460,15.5 mi,2021-10-19,19:15,1119,312,43.96,-75.91,44.07,-76.14,MCD
510461,15.5 mi,2021-10-19,13:15,9919,13,43.62,-75.36,43.8,-75.5,LEWIS
510462,59.7 mi,2021-10-19,07:00,7686,16,43.45,-76.51,43.98,-75.86,MCD
510463,86.6 mi,2021-10-19,08:45,101,53,43.09,-76.19,44.18,-76.09,MCD
510464,14.8 mi,2021-10-19,08:30,13482,580,43.98,-75.92,44.16,-75.81,MCD
510465,14.8 mi,2021-10-19,08:30,13481,580,43.98,-75.92,44.16,-75.81,MCD
510466,16.8 mi,2021-10-19,07:45,10494,768,42.8,-78.8,42.61,-78.81,EMCD
510467,10.7 mi,2021-10-19,10:30,15130,96,43.89,-75.38,43.79,-75.49,LEWIS
510468,23.9 mi,2021-10-19,12:30,9853,816,43.98,-75.92,44.2,-75.6,SRVC
510469,23.9 mi,2021-10-19,12:30,15320,816,43.98,-75.92,44.2,-75.6,SRVC
510470,16.4 mi,2021-10-19,10:30,14775,934,43.96,-75.91,43.98,-75.61,MCD
510471,19.1 mi,2021-10-19,15:15,9876,580,44.15,-75.71,43.95,-75.91,STP
510472,18.8 mi,2021-10-19,16:15,9876,580,43.95,-75.91,44.15,-75.71,STP
510473,433 mi,2021-10-19,10:30,991,267,43.98,-75.91,43.59,-70.33,CHJC
510474,35.6 mi,2021-10-19,13:30,6564,236,44.93,-74.89,44.7,-75.49,""
510475,1.4 mi,2021-10-19,13:00,13024,934,43.97,-75.61,43.98,-75.63,MCD
510476,17.2 mi,2021-10-19,17:00,6281,362,43.98,-75.92,43.99,-75.61,MCD
510477,71.9 mi,2021-10-19,14:30,15842,865,43.04,-76.14,43.95,-75.86,MCD
510478,1.2 mi,2021-10-19,14:30,7653,31,43.99,-75.59,43.98,-75.61,STP
510479,13.3 mi,2021-10-19,09:30,2304,119,44.14,-75.72,44.2,-75.6,STP
510480,15.3 mi,2021-10-19,09:15,15875,137,43.98,-75.91,43.81,-76.04,MCD
510481,19.1 mi,2021-10-19,10:00,15301,177,44.86,-75.2,44.68,-74.99,STLAW
510482,41.6 mi,2021-10-19,15:15,6220,77,43.58,-75.35,43.08,-75.27,LMCD
510483,21.1 mi,2021-10-19,10:00,4111,224,44.92,-74.89,44.65,-74.97,STLMCD
510484,12.2 mi,2021-10-19,09:00,262,186,44.68,-74.99,44.59,-75.18,STLMCD
510485,33.3 mi,2021-10-19,08:30,4322,182,44.79,-74.99,44.69,-75.5,STLMCD
510486,9.0 mi,2021-10-19,14:00,4322,182,44.79,-74.99,44.67,-74.97,STLMCD
510487,58.2 mi,2021-10-19,13:00,1117,938,43.98,-75.88,44.69,-75.5,MCD
510488,15.4 mi,2021-10-19,12:00,125,312,43.83,-76.02,44.01,-76.04,MCD
510489,32.4 mi,2021-10-19,06:30,88,379,43.21,-75.46,43.58,-75.34,LMCD
510490,24.1 mi,2021-10-19,07:00,7988,876,43.98,-75.92,43.89,-75.51,LMCD
510491,34.9 mi,2021-10-19,07:15,94,7,43.98,-75.92,43.75,-75.37,LMCD
510492,30.8 mi,2021-10-19,08:15,4165,65,43.98,-75.92,43.89,-75.39,LMCD
510493,30.8 mi,2021-10-19,08:30,4998,65,43.98,-75.92,43.89,-75.39,LMCD
510494,34.2 mi,2021-10-19,12:00,1089,293,43.12,-77.63,43.0,-78.18,GMCD
510495,4.0 mi,2021-10-19,10:00,366,166,43.79,-75.49,43.78,-75.42,FIDLS
510496,2.1 mi,2021-10-19,12:30,898,466,43.81,-75.49,43.79,-75.49,LSVC
510497,38.1 mi,2021-10-19,10:00,1974,185,43.97,-75.88,43.85,-75.28,LMCD
510498,3.9 mi,2021-10-19,10:00,11372,293,42.98,-78.0,42.98,-78.07,GMCD
510499,9.4 mi,2021-10-19,10:45,9985,134,43.48,-75.33,43.6,-75.36,LMCD
510500,11.3 mi,2021-10-19,11:00,15599,883,43.79,-75.5,43.89,-75.67,LMCD
510501,90.9 mi,2021-10-19,11:30,3752,262,43.09,-76.06,43.78,-75.41,LEWIS
510502,26.9 mi,2021-10-19,11:30,9464,466,43.97,-75.91,43.79,-75.49,LMCD
510503,10.7 mi,2021-10-19,12:00,15130,96,43.79,-75.49,43.89,-75.38,LEWIS
510504,45.9 mi,2021-10-19,11:15,15661,261,43.98,-75.92,43.87,-75.18,LMCD
510505,26.2 mi,2021-10-19,12:20,15781,976,44.72,-75.45,44.66,-75.03,FMLM
510506,18.1 mi,2021-10-19,12:00,9204,77,43.8,-75.5,43.58,-75.33,TLS
510507,24.2 mi,2021-10-19,11:00,9102,164,43.87,-75.54,43.99,-75.95,LEWIS
510508,27.5 mi,2021-10-19,13:00,390,7,43.96,-75.91,43.78,-75.48,LMCD
510509,27.5 mi,2021-10-19,13:00,2736,493,43.96,-75.91,43.78,-75.48,LEWIS
510510,25.8 mi,2021-10-19,11:15,11510,977,43.95,-75.92,43.79,-75.49,LMCD
510511,25.9 mi,2021-10-19,12:00,9102,164,43.99,-75.95,43.87,-75.54,LEWIS
510512,9.9 mi,2021-10-19,15:00,8865,466,43.89,-75.43,43.78,-75.48,FIDLS
510513,16.3 mi,2021-10-19,14:30,14967,166,43.97,-75.61,43.79,-75.68,LMCD
510514,33.2 mi,2021-10-19,16:00,15869,134,43.21,-75.42,43.59,-75.33,OTP
510515,31.1 mi,2021-10-19,16:00,6816,7,43.98,-75.94,43.74,-75.54,LEWIS
510516,7.5 mi,2021-10-19,20:30,14503,161,43.79,-75.5,43.75,-75.37,TLS
510517,7.8 mi,2021-10-19,17:00,14503,161,43.79,-75.5,43.75,-75.37,TLS
510518,37.1 mi,2021-10-19,09:30,14870,359,43.11,-77.61,43.0,-78.18,GMCD
510519,10.9 mi,2021-10-19,14:30,9446,934,44.03,-75.73,43.98,-75.92,MCD
510520,30.2 mi,2021-10-19,10:00,4340,129,44.94,-74.89,44.6,-75.15,STLMCD
510521,44.7 mi,2021-10-19,09:45,13014,90,44.77,-74.72,44.71,-75.46,STLMCD
510522,8.3 mi,2021-10-19,10:30,3307,976,44.7,-75.48,44.62,-75.4,STLMCD
510523,85.5 mi,2021-10-19,12:50,15598,728,44.01,-75.53,43.11,-76.16,LEWIS
510524,2.5 mi,2021-10-19,16:45,14990,32,43.98,-75.92,43.95,-75.91,SRVC
510525,20.2 mi,2021-10-19,22:20,15781,613,44.6,-75.15,44.72,-75.45,FMLM
510526,1.0 mi,2021-10-19,18:30,14313,53,43.99,-75.84,43.99,-75.82,HGS
510527,16.3 mi,2021-10-19,18:30,10253,75,44.06,-75.81,44.02,-75.55,SRVC
510528,12.5 mi,2021-10-19,12:00,14846,887,43.32,-76.42,43.47,-76.47,""
510529,13.7 mi,2021-10-19,13:30,14978,805,43.31,-76.39,43.46,-76.52,""
510530,45.2 mi,2021-10-19,17:00,12165,994,43.04,-76.1,43.42,-75.87,""
510531,10.1 mi,2021-10-19,10:30,12978,723,43.32,-76.42,43.45,-76.41,""
510532,27.7 mi,2021-10-19,16:15,14009,727,43.31,-76.39,43.47,-76.03,""
510533,11.8 mi,2021-10-19,10:30,13017,723,43.32,-76.42,43.47,-76.5,""
510534,10.1 mi,2021-10-19,10:30,12979,723,43.32,-76.42,43.45,-76.41,""
510535,13.7 mi,2021-10-19,13:30,14979,805,43.31,-76.39,43.46,-76.52,""
510536,31.1 mi,2021-10-19,15:30,12315,23,43.32,-76.44,43.51,-76.0,""
510537,48.2 mi,2021-10-19,15:00,14069,986,43.32,-76.44,43.34,-75.66,""
510538,48.2 mi,2021-10-19,15:00,14070,986,43.32,-76.44,43.34,-75.66,""
510539,11.7 mi,2021-10-19,16:45,670,135,43.99,-75.84,44.01,-76.04,MCD
510540,27.7 mi,2021-10-19,16:15,14008,727,43.31,-76.39,43.47,-76.03,""
510541,12.5 mi,2021-10-19,12:00,14847,887,43.32,-76.42,43.47,-76.47,""
510542,30.5 mi,2021-10-19,09:20,15876,299,44.29,-75.57,43.98,-75.91,""
510543,38.6 mi,2021-10-19,09:00,1378,250,44.16,-74.98,44.59,-75.17,FMLM
510544,11.4 mi,2021-10-19,09:30,13286,470,44.92,-74.93,44.81,-74.83,STLMCD
510545,4.3 mi,2021-10-19,09:00,14239,16,43.87,-76.01,43.83,-76.02,STP
510546,32.4 mi,2021-10-19,10:00,4322,182,44.69,-75.5,44.79,-74.99,STLMCD
510547,9.0 mi,2021-10-19,15:00,4322,182,44.67,-74.97,44.79,-74.99,STLMCD
510548,1.6 mi,2021-10-19,10:15,14193,470,44.94,-74.89,44.94,-74.91,FIDLS
510549,2.1 mi,2021-10-19,11:15,15243,727,43.33,-76.4,43.31,-76.39,""
510550,2.1 mi,2021-10-19,11:15,15244,727,43.33,-76.4,43.31,-76.39,""
510551,36.1 mi,2021-10-19,12:00,15581,820,43.98,-75.92,44.33,-75.46,""
510552,81.5 mi,2021-10-19,13:15,15877,71,43.98,-75.91,43.1,-75.27,MCD
510553,36.1 mi,2021-10-19,12:00,15582,820,43.98,-75.92,44.33,-75.46,""
510554,1.5 mi,2021-10-19,12:15,14193,470,44.94,-74.91,44.94,-74.89,FIDLS
